,user,fullname,tweet-id,timestamp,likes,replies,retweets,text,airline,sentiment_polarity,sentiment,tokens,hand_label
1851,DanTheNoleFan,Dan-O,6.03318E+17,5/26/15 21:53,0,1,0,flight canceled. unable to return my bags to me. the least you can do is upgrade my flight tomorrow to first class right?,delta,-0.066071429,negative,"['flight', 'canceled', 'unable', 'return', 'bag', 'least', 'upgrade', 'flight', 'tomorrow', 'first', 'class', 'right']",negative
2493,sue_royer,sue_royer,7.09105E+17,3/13/16 19:51,0,0,0,3016 585350,united,0,neutral,[],neutral
89,iamcamjones,Cam Jones,8.94306E+17,8/6/17 21:14,0,0,0,back to reality — traveling to sjc from jetblue,jetblue,0,neutral,"['back', 'reality', '—', 'traveling', 'sjc', 'jetblue']",neutral
194,MariaEsedia,Maria Curiel De Moya,8.94257E+17,8/6/17 18:01,0,0,0,"no, i'm in home yet, flying to a different city after 14 hours. your service was very disappointing. no customer service, no helpfulness.",jetblue,-0.39,negative,"['home', 'yet', 'flying', 'different', 'city', 'hour', 'service', 'disappointing', 'customer', 'service', 'helpfulness']",negative
3179,Matthew_Barlow,Matthew Barlow,7.88388E+17,10/18/16 14:35,0,1,0,jesus christ  sucks.,spirit,-0.3,negative,"['jesus', 'christ', 'suck']",negative
4563,ArielFerrero,Ariel Ferrero,9.20707E+17,10/18/17 17:42,0,0,0,recibió premio #compass de #asociación internacional servicios #vuelos …,united,0,neutral,"['recibió', 'premio', 'compass', 'de', 'asociación', 'internacional', 'servicios', 'vuelos', '…']",neutral
2515,alannalamarche,Alanna Clark,6.82688E+17,12/31/15 22:20,0,0,0,#americanairlines #phoenix #aa436 please hold our flight from phoenix to san francisco so my husband can celebrate his 40th birthday!!,american,0,neutral,"['americanairlines', 'phoenix', 'aa', 'please', 'hold', 'flight', 'phoenix', 'san', 'francisco', 'husband', 'celebrate', 'th', 'birthday']",neutral
2950,ksofly1,Kerri Flynn,7.62001E+17,8/6/16 19:03,0,0,0,thanks for keeping us safe!,southwest,0.4125,positive,"['thanks', 'keeping', 'u', 'safe']",positive
427,Twister7096,Bill,8.67877E+17,5/25/17 22:56,0,1,0,what is the use of having advantage miles and not being able to use them towards a ticket purchase. absolutely absurd. #ripoff,american,0,neutral,"['use', 'advantage', 'mile', 'able', 'use', 'towards', 'ticket', 'purchase', 'absolutely', 'absurd', 'ripoff']",negative
1637,chiefy_b,Chief,9.47554E+17,12/31/17 19:42,0,1,0,"thanks, as mentioned i might struggle to get there before check in closes, is there any way to check in online?",american,0.2,positive,"['thanks', 'mentioned', 'might', 'struggle', 'get', 'check', 'close', 'way', 'check', 'online']",positive
2461,reggieaqui,Reggie Aqui,5.23155E+17,10/17/14 16:55,1,1,0,"ha!  no t no shade, but how come the 700 club is the only channel playing in there?pic.twitter.com/djyoxfexpu",alaska,0,neutral,"['ha', 'shade', 'come', 'club', 'channel', 'playing', 'pic', 'twitter', 'com', 'djyoxfexpu']",neutral
810,OklahomaBuff,Coach Shoe,8.1496E+17,12/30/16 22:21,0,0,0,is the only way i will get in the air!! #topnotch #greatcustomerservice,southwest,0,neutral,"['way', 'get', 'air', 'topnotch', 'greatcustomerservice']",positive
2309,BertramBarth,Bert Barth,9.20696E+17,10/18/17 16:59,0,1,0,"need to travel with a violin, it cannot go in baggage - will we be allowed",southwest,0,neutral,"['need', 'travel', 'violin', 'go', 'baggage', 'allowed']",neutral
3119,rdzzy,CeeCee RanDiesel,5.76835E+17,3/14/15 19:59,0,1,0,"so far, my new favorite airline - thank you  #alaskaairlines",alaska,0.245454545,positive,"['far', 'new', 'favorite', 'airline', 'thank', 'alaskaairlines']",positive
685,tolentino_dania,DANIA,9.20324E+17,10/17/17 16:20,1,0,0,"i'm excited to have brad tilden, the ceo of  at  tonight. #golutes !!",alaska,0.5859375,positive,"['excited', 'brad', 'tilden', 'ceo', 'tonight', 'golutes']",positive
2637,Lindleyyyy,Lindley Erica,5.50416E+17,12/31/14 22:18,0,0,0,#lincolnfinancialfield #citizensbankpark #wellsfargoarena from our flight in on #southwestairlines got…,southwest,0,neutral,"['lincolnfinancialfield', 'citizensbankpark', 'wellsfargoarena', 'flight', 'southwestairlines', 'got…']",neutral
2187,montanertwiter,Ricardo Montaner,7.09163E+17,3/13/16 23:44,58,1,10,"ricardo montaner - americanairlines arena apr 08, 2016  #ticketmaster … #agradecidotour",american,0,neutral,"['ricardo', 'montaner', 'americanairlines', 'arena', 'apr', 'ticketmaster', '…', 'agradecidotour']",neutral
1043,steveyoung500,Rudy Tool-iani #BetoForTexas,5.23887E+17,10/19/14 17:20,0,1,0,my apologies it was my family that got bumped,american,0,neutral,"['apology', 'family', 'got', 'bumped']",neutral
3353,beautybyshaylah,Shayla,6.82444E+17,12/31/15 6:11,0,0,0,should be proud to have an amazing pilot who helped a family in need. #delta #travel #happyholidays …,delta,0.7,positive,"['proud', 'amazing', 'pilot', 'helped', 'family', 'need', 'delta', 'travel', 'happyholidays', '…']",positive
2316,LehsyaR,none ya,6.29799E+17,8/7/15 23:37,0,1,0,"well ""perhaps!"" didn't even attempt to answer my question. i'm on the flight from lgb to pdx. was supposed to depart @ 3:45pm",jetblue,0,neutral,"['well', 'perhaps', 'even', 'attempt', 'answer', 'question', 'flight', 'lgb', 'pdx', 'supposed', 'depart', 'pm']",negative
4618,TomFutureforall,Tom Webster,5.76843E+17,3/14/15 20:32,0,1,0,parents declined chair without warning.   knocked all of my tray table...nothing from fa or pax,american,0,neutral,"['parent', 'declined', 'chair', 'without', 'warning', 'knocked', 'tray', 'table', 'nothing', 'fa', 'pax']",negative
2288,VBS1208,Vanessa,4.70934E+17,5/26/14 14:24,0,0,0,being a gold member on #unitedairlines doesn't mean anything apparently.  we'll be using #americanairlines in the future,united,-0.0875,negative,"['gold', 'member', 'unitedairlines', 'mean', 'anything', 'apparently', 'using', 'americanairlines', 'future']",negative
3200,serendipityprom,Serendipity Prom,4.97454E+17,8/7/14 18:47,0,0,0,why no free wifi when you put us on airtran when we have earned through a list status? just paid $9! #shouldbefree #iearnedit,southwest,-0.25,negative,"['free', 'wifi', 'put', 'u', 'airtran', 'earned', 'list', 'status', 'paid', 'shouldbefree', 'iearnedit']",negative
3803,HaywoodJBlomi,Dan Sanders,6.5623E+17,10/19/15 22:05,0,1,0,"thanks for switching my flights last minute, then not letting me board. it was even better that you gate ppl enjoyed it.",american,0.3,positive,"['thanks', 'switching', 'flight', 'last', 'minute', 'letting', 'board', 'even', 'better', 'gate', 'ppl', 'enjoyed']",negative
3075,galiwan,Alan Galiwango,7.35531E+17,5/25/16 18:02,0,1,0,"hi, i need to change my flight from tomorrow to friday. please let me know the costs involved",delta,0,neutral,"['hi', 'need', 'change', 'flight', 'tomorrow', 'friday', 'please', 'let', 'know', 'cost', 'involved']",neutral
3906,margio514,Margo Livermore,4.70947E+17,5/26/14 15:18,0,1,0,oh you know just a 24 year old traveling with a teddy bear #flyinghome #alaskaairlines,alaska,0.1,positive,"['oh', 'know', 'year', 'old', 'traveling', 'teddy', 'bear', 'flyinghome', 'alaskaairlines']",neutral
215,breilles,Bridget Reilly,8.14865E+17,12/30/16 16:06,0,0,0,then you all need to figure it out!,united,0,neutral,"['need', 'figure']",negative
2336,PeterTrevena,Peter,4.70836E+17,5/26/14 7:55,0,0,0,also kudos to flight crews on ua884 lax to ord and your star alliance partner ua5587 ord to cvg.,united,0,neutral,"['also', 'kudos', 'flight', 'crew', 'ua', 'lax', 'ord', 'star', 'alliance', 'partner', 'ua', 'ord', 'cvg']",positive
251,croissanteater,Croissant Eater,8.41021E+17,3/12/17 20:19,0,0,0,are you cutting the denver-phoenix route?,spirit,-0.6,negative,"['cutting', 'denver', 'phoenix', 'route']",neutral
161,carolinavr,Carolina,6.29793E+17,8/7/15 23:15,1,0,0,"… : #americanairlines, #deltaairlines y #unitedairlines.",american,0,neutral,"['…', 'americanairlines', 'deltaairlines', 'unitedairlines']",neutral
4404,PatMcGuireMD,Patricia Ann McGuire,9.47434E+17,12/31/17 11:45,0,1,0,"we got our bags, but why delete our reservation on the app before we even land? why not keep the flight info available for at least an hour? you can find old reservations on the app, re enter and get the info, but why not keep it easy, by keeping “my reservations” available?",united,0.206666667,positive,"['got', 'bag', 'delete', 'reservation', 'app', 'even', 'land', 'keep', 'flight', 'info', 'available', 'least', 'hour', 'find', 'old', 'reservation', 'app', 'enter', 'get', 'info', 'keep', 'easy', 'keeping', '“', 'reservation', '”', 'available']",negative
687,LouisRGarcia,Louis Garcia,7.61697E+17,8/5/16 22:56,0,0,0,"our family weekend got off to a bad start, thanks to    can you find my sister's luggage?",spirit,-0.25,negative,"['family', 'weekend', 'got', 'bad', 'start', 'thanks', 'find', 'sister', 'luggage']",negative
1372,irishgators,Chris Needles,7.88429E+17,10/18/16 17:18,0,1,0,"yes, i keep getting error messages",american,0,neutral,"['yes', 'keep', 'getting', 'error', 'message']",negative
3577,brittanymascio,Brittany Mascio,7.09106E+17,3/13/16 19:58,0,1,0,"gave up waiting after i hit the 2.5hr mark on hold . could i send info another way? dm, email, etc.",southwest,0,neutral,"['gave', 'waiting', 'hit', 'hr', 'mark', 'hold', 'could', 'send', 'info', 'another', 'way', 'dm', 'email', 'etc']",negative
1835,amye,amye,7.88285E+17,10/18/16 7:46,0,0,0,reasons to fly.,alaska,0.8,positive,"['reason', 'fly']",positive
3688,PegaScott,D. Scott Andrick,4.97517E+17,8/7/14 22:57,0,0,0,may have been 769 roc to ord this morning. they're rerouted to ewr with a 7 hour layover now. we missed the afternoon bike tour.,united,0,neutral,"['may', 'roc', 'ord', 'morning', 'rerouted', 'ewr', 'hour', 'layover', 'missed', 'afternoon', 'bike', 'tour']",negative
763,julianphillips,julianphillips,8.41401E+17,3/13/17 21:31,0,1,0,"as my last reply, i'm a busy man, who can't afford constant flight delays for business meetings. my cell is in my ep profile!",american,0.033333333,positive,"['last', 'reply', 'busy', 'man', 'afford', 'constant', 'flight', 'delay', 'business', 'meeting', 'cell', 'ep', 'profile']",negative
4049,Christi_Hamblin,Christine Hamblin,6.29639E+17,8/7/15 13:03,0,1,0,...3 hour delay (so far) in yhz on my way to lga - no talk of remuneration or even complimentary food/drinks. very disappointing  :(,delta,-0.2825,negative,"['hour', 'delay', 'far', 'yhz', 'way', 'lga', 'talk', 'remuneration', 'even', 'complimentary', 'food', 'drink', 'disappointing']",negative
3651,codyhaskell,Cody,4.97528E+17,8/7/14 23:41,0,0,0,"my bags arrived, if that's what you're asking. but every flight arrives using the same belt and wait times are up to thirty minutes.",united,0,neutral,"['bag', 'arrived', 'asking', 'every', 'flight', 'arrives', 'using', 'belt', 'wait', 'time', 'thirty', 'minute']",negative
2813,Marcela216,Marcela,4.71027E+17,5/26/14 20:35,0,1,0,if i had delays on multiple flights do i send in separate complaints for each on the aa website?,american,0,neutral,"['delay', 'multiple', 'flight', 'send', 'separate', 'complaint', 'aa', 'website']",negative
3025,midgett,David Midgett,7.35552E+17,5/25/16 19:25,0,1,0,kudos to bev at mpls-st paul sky club for fixing complex problems. thanks!!,delta,0.00625,positive,"['kudos', 'bev', 'mpls', 'st', 'paul', 'sky', 'club', 'fixing', 'complex', 'problem', 'thanks']",positive
882,_flsportsguy,flsportsguy,8.14909E+17,12/30/16 19:02,0,0,0,nan,southwest,0,neutral,['nan'],neutral
3327,chrisolson23,chris olson,5.76066E+17,3/12/15 17:04,1,1,0,you guys need more flights out of phoenix!,alaska,0.625,positive,"['guy', 'need', 'flight', 'phoenix']",neutral
2485,spriya307,Priya1234,5.23049E+17,10/17/14 9:53,0,0,0,#as318#flightspeak like,alaska,0,neutral,"['flightspeak', 'like']",neutral
4342,SpiritAirlines,Spirit Airlines,4.97081E+17,8/6/14 18:06,0,0,0,autoreply//68cb4_[frillcontrol]: our fares are unbundled. pay only for what you use.  pic.twitter.com/cjxsmwlttl,spirit,0,neutral,"['autoreply', 'cb', 'frillcontrol', 'fare', 'unbundled', 'pay', 'use', 'pic', 'twitter', 'com', 'cjxsmwlttl']",negative
778,ChrisFryarZBB,Chris Fryar,8.67842E+17,5/25/17 20:36,15,2,1,"just when thought #lax might suck less...
hello new #deltaairlines terminal...
nope. still sucks.",delta,-0.11010101,negative,"['thought', 'lax', 'might', 'suck', 'le', 'hello', 'new', 'deltaairlines', 'terminal', 'nope', 'still', 'suck']",negative
4086,DowlatiR,Ramin,6.29554E+17,8/7/15 7:25,0,0,0,thank you for banning shipment of hunting trophies #cecilthelion #bantrophyhunting pic.twitter.com/afvk4e127j,delta,0,neutral,"['thank', 'banning', 'shipment', 'hunting', 'trophy', 'cecilthelion', 'bantrophyhunting', 'pic', 'twitter', 'com', 'afvkej']",positive
2344,nickborton,Nick Borton,9.47615E+17,12/31/17 23:45,2,0,0,help him out!!!…,southwest,0,neutral,"['help', '…']",neutral
4449,MyLifeHacking,MyLifeHacking,7.88508E+17,10/18/16 22:30,1,1,0,pic.twitter.com/81i8lewljv,southwest,0,neutral,"['pic', 'twitter', 'com', 'ilewljv']",neutral
3447,txtechflorida,Laurali,8.94282E+17,8/6/17 19:41,0,0,0,how long will it take to admit bag was stolen? ??,american,-0.05,negative,"['long', 'take', 'admit', 'bag', 'stolen']",negative
4580,manuel_carril,Manuel Carril,5.76856E+17,3/14/15 21:23,0,0,0,winner's podium. @ americanairlines arena,american,0,neutral,"['winner', 'podium', 'americanairlines', 'arena']",positive
3953,baratunde,Baratunde,5.50424E+17,12/31/14 22:51,12,4,2,"thank you!! happy new year “:  beginning in february, this will no longer be the default channel on board. ^rs”",united,0.468181818,positive,"['thank', 'happy', 'new', 'year', '“', 'beginning', 'february', 'longer', 'default', 'channel', 'board', 'r', '”']",positive
3512,MelinaAnlin,Anlin Melina,5.23859E+17,10/19/14 15:32,0,1,0,tweeting this from the skies   so amazing with the free wifi onboard  #bostonbound,jetblue,0.5,positive,"['tweeting', 'sky', 'amazing', 'free', 'wifi', 'onboard', 'bostonbound']",positive
1539,amyflenard,Amy Perez (Flenard),5.7652E+17,3/13/15 23:06,0,1,0,"if i booked a flight last week and today that same flight is cheaper, is there a way to get a refund on the difference?",southwest,0,neutral,"['booked', 'flight', 'last', 'week', 'today', 'flight', 'cheaper', 'way', 'get', 'refund', 'difference']",neutral
2898,Elmerengue,Felipe Burgaz,5.50343E+17,12/31/14 17:30,0,1,0,now we're going back to the gate because the generators don't work!  really incredible. you need to deplane us by law.,alaska,0.45,positive,"['going', 'back', 'gate', 'generator', 'work', 'really', 'incredible', 'need', 'deplane', 'u', 'law']",negative
660,jh_carp,Jay Carpenter,9.20361E+17,10/17/17 18:50,0,1,0,"any idea on eta, yes this is a very cool idea and would love to take advantage of it",alaska,0.4775,positive,"['idea', 'eta', 'yes', 'cool', 'idea', 'would', 'love', 'take', 'advantage']",positive
171,Jamie_Morley,Jamie Morley,8.41357E+17,3/13/17 18:34,0,0,0,i was able to call. apparently you can't get me form hou to bos until sunday. looks like you'll be losing a customer.,southwest,0.275,positive,"['able', 'call', 'apparently', 'get', 'form', 'hou', 'bos', 'sunday', 'look', 'like', 'losing', 'customer']",negative
1748,MattKroneberger,Matthew Kroneberger,4.44533E+17,3/14/14 17:57,0,0,0,sad.  it'll have to be,united,-0.5,negative,['sad'],negative
1025,Vikavicvic,Victor Valverde Jr.,8.1427E+17,12/29/16 0:41,0,1,0,it has been one of the best experiences of my life,alaska,1,positive,"['one', 'best', 'experience', 'life']",positive
608,rick_whidden,Rick Whidden,8.67875E+17,5/25/17 22:48,0,2,0,i know i'm rushing things but i gotta know. i had my gold medallion flight yesterday. how long does it take to show in the app?,delta,-0.05,negative,"['know', 'rushing', 'thing', 'got', 'ta', 'know', 'gold', 'medallion', 'flight', 'yesterday', 'long', 'take', 'show', 'app']",neutral
2534,whitetrappinfye,whitetrappin,9.47503E+17,12/31/17 16:20,0,1,1,"recently on one of your flights i purchased the inflight wifi, i was able to use it properly for about 15 minutes before it stopped working almost completely for the remaining 2 hours of my flight. can i get a refund?",southwest,0.15,positive,"['recently', 'one', 'flight', 'purchased', 'inflight', 'wifi', 'able', 'use', 'properly', 'minute', 'stopped', 'working', 'almost', 'completely', 'remaining', 'hour', 'flight', 'get', 'refund']",negative
375,KarenHanks_,Karen Hanks,9.47552E+17,12/31/17 19:34,0,1,0,thanks!,delta,0.25,positive,['thanks'],positive
344,ChrisObaby, 😎,8.67866E+17,5/25/17 22:12,0,0,0,really funny southwest airlines commercial #funny  #southwestairlines #airport…,southwest,0.166666667,positive,"['really', 'funny', 'southwest', 'airline', 'commercial', 'funny', 'southwestairlines', 'airport…']",positive
857,reed_on_the_run,Reed_on_the_Run,5.23945E+17,10/19/14 21:13,0,1,0,iad -> cdg  giveth awesome 1st class upgrade 2a then #unitedairlines taketh away and downgrade me to 6j #distraughttravelersorta,united,1,positive,"['iad', 'cdg', 'giveth', 'awesome', 'st', 'class', 'upgrade', 'unitedairlines', 'taketh', 'away', 'downgrade', 'j', 'distraughttravelersorta']",positive
2151,RalphatTahoe,Ralph Tognetti,9.20776E+17,10/18/17 22:16,1,1,0,i hear your testing allowing companion pass to board with their ticket holder. i hope it works i love my wife,southwest,0.5,positive,"['hear', 'testing', 'allowing', 'companion', 'pas', 'board', 'ticket', 'holder', 'hope', 'work', 'love', 'wife']",positive
2970,KenJonesCA,Ken Jones,5.50058E+17,12/30/14 22:36,0,1,0,that i do. you folk take good care of me. :-),alaska,0.6,positive,"['folk', 'take', 'good', 'care']",positive
4029,imsheepie,Paula Lamb,8.943E+17,8/6/17 20:52,0,1,0,2nd time in 2 weeks i've sat on a plane for over an hour due to incompetency #southwestairlines sucks; #iwantarefund,southwest,-0.141666667,negative,"['nd', 'time', 'week', 'sat', 'plane', 'hour', 'due', 'incompetency', 'southwestairlines', 'suck', 'iwantarefund']",negative
2920,lolo_laurennn,Lauren Crane,7.3559E+17,5/25/16 21:56,0,1,0,she moved my friend and i's seats to be together since they initially got moved for both flights to nj and rome. she needs a raise.,united,0,neutral,"['moved', 'friend', 'seat', 'together', 'since', 'initially', 'got', 'moved', 'flight', 'nj', 'rome', 'need', 'raise']",positive
2829,tim_whetstone21,tim whetstone,5.7689E+17,3/14/15 23:38,0,0,0,i love to travel,jetblue,0.5,positive,"['love', 'travel']",positive
4513,Makrinos001,Anthony Makrinos,9.20739E+17,10/18/17 19:52,0,0,0,"family of 4 flying with 6&3 y/o kids seated in 3 different rows not 2gether. told ""don't fly economy if you have a family.""",united,0.4,positive,"['family', 'flying', 'kid', 'seated', 'different', 'row', 'gether', 'told', 'fly', 'economy', 'family']",negative
3020,SpiritAirlines,Spirit Airlines,9.47444E+17,12/31/17 12:26,0,0,0,"we’re sorry to hear that, yevgeniy. please dm us more info so we can take a closer look into your concerns. …",spirit,0,neutral,"['’', 'sorry', 'hear', 'yevgeniy', 'please', 'dm', 'u', 'info', 'take', 'closer', 'look', 'concern', '…']",neutral
150,joseayerve,José Ignacio Ayerve,8.94272E+17,8/6/17 19:01,0,2,0,"well , thanks for getting me back to fl. would've been nice to get to my original destination on time though. domino re-routing",jetblue,0.29375,positive,"['well', 'thanks', 'getting', 'back', 'fl', 'would', 'nice', 'get', 'original', 'destination', 'time', 'though', 'domino', 'routing']",positive
3385,nickyg29,Its nickyg,6.56257E+17,10/19/15 23:53,0,0,0,"did that already, and was told it doesn't matter the excuse that we couldn't get money back, even if someone was in hospital",united,-0.025,negative,"['already', 'told', 'matter', 'excuse', 'get', 'money', 'back', 'even', 'someone', 'hospital']",negative
1795,robmurdock,Robert Murdock,8.67892E+17,5/25/17 23:55,0,0,0,lessons from a jetblue founder on creating a high-flying startup culture,jetblue,0,neutral,"['lesson', 'jetblue', 'founder', 'creating', 'high', 'flying', 'startup', 'culture']",neutral
1385,AndAtomSays,Atom E,9.47458E+17,12/31/17 13:21,0,1,0,"we got back yesterday
our friends are still friends with us. the flight team did we should check our emails for discounts on future flights due to the extended delay. i've received nothing. can you help a brother out?",alaska,-0.041666667,negative,"['got', 'back', 'yesterday', 'friend', 'still', 'friend', 'u', 'flight', 'team', 'check', 'email', 'discount', 'future', 'flight', 'due', 'extended', 'delay', 'received', 'nothing', 'help', 'brother']",negative
2044,SpiritAirlines,Spirit Airlines,9.20293E+17,10/17/17 14:18,1,0,0,"hi carolyn, that’s not what we like to hear! please dm us your reservation info so we can assist better. …",spirit,0.5,positive,"['hi', 'carolyn', '’', 'like', 'hear', 'please', 'dm', 'u', 'reservation', 'info', 'assist', 'better', '…']",neutral
5121,1Gadgetgaga,cowgirl,5.7677E+17,3/14/15 15:40,0,1,0,no i don't have a number,united,0,neutral,['number'],neutral
4123,RHubKnows,Robert Hubbard,8.94249E+17,8/6/17 17:29,0,1,0,thanks for the extra 30 minutes on the plane whole the pilot filled out paperwork.,southwest,0.2,positive,"['thanks', 'extra', 'minute', 'plane', 'whole', 'pilot', 'filled', 'paperwork']",negative
2862,collorm,mike,9.47606E+17,12/31/17 23:11,0,0,0,will never fly your airline again.,spirit,-0.4,negative,"['never', 'fly', 'airline']",negative
3888,FosterTourism,Nancy Foster,4.44213E+17,3/13/14 20:44,1,0,0,- yet more great customer service today!  kathy in ok city res deserves a raise!,southwest,0.708333333,positive,"['yet', 'great', 'customer', 'service', 'today', 'kathy', 'ok', 'city', 're', 'deserves', 'raise']",positive
1819,NoMasCoach,No Mas Coach,7.8841E+17,10/18/16 16:02,0,0,0,"flash sale on  only few hours left! - 
#alaskaairlines #alaskaair #faresalepic.twitter.com/wltojdvkxi",alaska,-0.066666667,negative,"['flash', 'sale', 'hour', 'left', 'alaskaairlines', 'alaskaair', 'faresalepic', 'twitter', 'com', 'wltojdvkxi']",positive
1162,Ash79247476,Ash,8.94274E+17,8/6/17 19:07,0,0,0,how many  employees does it take to change a lightbulbpic.twitter.com/ei8w3ap2km,united,0.5,positive,"['many', 'employee', 'take', 'change', 'lightbulbpic', 'twitter', 'com', 'eiwapkm']",negative
495,L8sanchez,leo sanchez,8.14378E+17,12/29/16 7:50,0,0,0,almost a 2 hour delay on  and no offer of a complementary water. glad to know they really care about their customers #spirit,spirit,0.35,positive,"['almost', 'hour', 'delay', 'offer', 'complementary', 'water', 'glad', 'know', 'really', 'care', 'customer', 'spirit']",negative
3842,melissamurph1,Melissa,4.44341E+17,3/14/14 5:13,0,0,0,amazing view from the airplane  #sunset #amazing #beautiful #pcb #southwestairlines #florida,southwest,0.683333333,positive,"['amazing', 'view', 'airplane', 'sunset', 'amazing', 'beautiful', 'pcb', 'southwestairlines', 'florida']",positive
4055,lrnewton1,LRNewton,6.29625E+17,8/7/15 12:06,1,0,1,"will you stop the transporting of illegally harvested ""human "" body parts, too?",delta,-0.25,negative,"['stop', 'transporting', 'illegally', 'harvested', 'human', 'body', 'part']",negative
3352,mshumake,mshumake,4.97193E+17,8/7/14 1:28,0,0,0,eyehaul.com is the email address.,southwest,0,neutral,"['eyehaul', 'com', 'email', 'address']",neutral
345,Bad_Dad,Bad Dad,8.67892E+17,5/25/17 23:56,0,0,0,"sucks, part 1. flight was late leaving dfw because of a missing crew member. saw the crew member arrive with a mcdonald's bag.",american,-0.266666667,negative,"['suck', 'part', 'flight', 'late', 'leaving', 'dfw', 'missing', 'crew', 'member', 'saw', 'crew', 'member', 'arrive', 'mcdonald', 'bag']",negative
5026,kelster0622,Kelly Hartnett,6.29388E+17,8/6/15 20:24,1,0,0,please talk to me about compensation for flt 827 today. time is $ in hawaii! 4+ hours!,alaska,0,neutral,"['please', 'talk', 'compensation', 'flt', 'today', 'time', 'hawaii', 'hour']",negative
4856,Satorical,James Belcher,5.50055E+17,12/30/14 22:26,0,0,0,to increase its profit margin. i understand. but how does that explain the bag check fuckup?,spirit,0,neutral,"['increase', 'profit', 'margin', 'understand', 'explain', 'bag', 'check', 'fuckup']",negative
1871,ADJ_51,AD,8.6788E+17,5/25/17 23:06,2,3,2,quieren 500 millones.que te parece.,jetblue,0,neutral,"['quieren', 'millones', 'que', 'te', 'parece']",neutral
2822,mkinca,Melinda Kincaid,5.50139E+17,12/31/14 4:00,0,0,0,love my 'luvseat' lee ann kincaid got this a-list preferred swa customer for christmas!!! #southwestairlines pic.twitter.com/we1bhake7u,southwest,0.9765625,positive,"['love', 'luvseat', 'lee', 'ann', 'kincaid', 'got', 'list', 'preferred', 'swa', 'customer', 'christmas', 'southwestairlines', 'pic', 'twitter', 'com', 'webhakeu']",positive
2192,Sara_Loretta,Sara Loretta,6.03202E+17,5/26/15 14:12,0,0,0,come on  i just want to go home! #stuckincleveland,spirit,0,neutral,"['come', 'want', 'go', 'home', 'stuckincleveland']",negative
4136,escapeatx,Escape ATX,7.35614E+17,5/25/16 23:31,2,0,3,"nonstop #flights: austin to/from fort lauderdale $145 r/t – jetblue / southwest

#airfare #austin #fortlauderdale",jetblue,0,neutral,"['nonstop', 'flight', 'austin', 'fort', 'lauderdale', 'r', '–', 'jetblue', 'southwest', 'airfare', 'austin', 'fortlauderdale']",positive
599,markwpeterson,Mark Peterson,8.67833E+17,5/25/17 19:59,0,0,0,will lax-jfk pax in business on the a321t be able to access the new flagship lounge at jfk? or is it for departing pax only?,american,0.212121212,positive,"['lax', 'jfk', 'pax', 'business', 'able', 'access', 'new', 'flagship', 'lounge', 'jfk', 'departing', 'pax']",neutral
1838,lovemonica,monica :),6.03337E+17,5/26/15 23:10,0,2,0,what exactly is 64 linear inches? do you have actual measurements??,united,0.125,positive,"['exactly', 'linear', 'inch', 'actual', 'measurement']",neutral
1371,CanuckFLL,CanuckFLL,7.3547E+17,5/25/16 13:58,0,0,0,do you board the aircraft starting with people seated at the back? your answer influences my seat purchase location.,spirit,0,neutral,"['board', 'aircraft', 'starting', 'people', 'seated', 'back', 'answer', 'influence', 'seat', 'purchase', 'location']",neutral
4955,shesapatriot,Abby Adams -Well behaved women rarely make history,9.20779E+17,10/18/17 22:28,0,0,0,goodbye delta & yr rotten employee. hello jetblue. jetblue wld never have said that 2 her.  i would have sung anyway - it's not hate speech!,jetblue,0.5,positive,"['goodbye', 'delta', 'yr', 'rotten', 'employee', 'hello', 'jetblue', 'jetblue', 'wld', 'never', 'said', 'would', 'sung', 'anyway', 'hate', 'speech']",negative
1368,joshuagross,Not Your Baby,9.47492E+17,12/31/17 15:37,0,1,0,"yup, i don’t envy the staff that have been outside trying to defrost the plane all morning. thanks.",alaska,0.1,positive,"['yup', '’', 'envy', 'staff', 'outside', 'trying', 'defrost', 'plane', 'morning', 'thanks']",negative
3821,EpicDAS,Daniel Simmons,6.56227E+17,10/19/15 21:54,4,2,1,i'm frustrated. no one can say w/ certainty that the problem can be fixed. i've already missed a paid engagement as well,american,-0.3,negative,"['frustrated', 'one', 'say', 'w', 'certainty', 'problem', 'fixed', 'already', 'missed', 'paid', 'engagement', 'well']",negative
2706,hockeyfaninnc,Hockey Fan,5.50352E+17,12/31/14 18:05,0,1,2,can you believe  won't refund baggage fee on a bag that they lost? my mistake for not flying southwest this time,southwest,0,neutral,"['believe', 'refund', 'baggage', 'fee', 'bag', 'lost', 'mistake', 'flying', 'southwest', 'time']",negative
1563,Hoffman20S,Seriously20,9.47571E+17,12/31/17 20:51,1,1,0,testing passanger patience today  ridiculous! how does anybody run this kind of show? another 30 minutes #dfwmaintence,american,0.091666667,positive,"['testing', 'passanger', 'patience', 'today', 'ridiculous', 'anybody', 'run', 'kind', 'show', 'another', 'minute', 'dfwmaintence']",positive
77,rfaintich, 🖇 Robyn Faintich,8.94328E+17,8/6/17 22:42,0,1,0,thanks.  she is here now.,delta,0.2,positive,['thanks'],negative
